Measurement Year,Facility Name,Current Facility Name,Facility ID,Facility OPCERT,Facility Medicare Number,Measure Short Name,Measure Full Name,Measure ID Number,First Quintile,Second Quintile,Third Quintile,Fourth Quintile,Fifth Quintile,Numeric Value,Character Value,Quintile,Points,Comments,City,County,Region,Location
2023,The Center for Nursing and Rehabilitation at Hoosick Falls,The Center for Nursing and Rehabilitation at Hoosick Falls,766,4120300,335601,FACILITY JKL,J/K/L deficiency,21,,,,,,,No,,,,Hoosick Falls,Rensselaer,CDRO,"(42.9095, -73.3475)"
2023,The Center for Nursing and Rehabilitation at Hoosick Falls,The Center for Nursing and Rehabilitation at Hoosick Falls,766,4120300,335601,RESIDENT PNEUMOCOCCAL VACCINE,Percent of long stay residents who received the pneumococcal vaccine,6.2,99,84,76,66,54,86,,1,5,,Hoosick Falls,Rensselaer,CDRO,"(42.9095, -73.3475)"
2023,The Center for Nursing and Rehabilitation at Hoosick Falls,The Center for Nursing and Rehabilitation at Hoosick Falls,766,4120300,335601,NYS REGIONAL FIVE-STAR HEALTH,NYS regionally adjusted five-star quality rating for health inspections,15,18.67,28,41.33,67.33,217.67,3,,NA,4,,Hoosick Falls,Rensselaer,CDRO,"(42.9095, -73.3475)"
2023,The Center for Nursing and Rehabilitation at Hoosick Falls,The Center for Nursing and Rehabilitation at Hoosick Falls,766,4120300,335601,FACILITY EMPLOYEE FLU VACCINE,Percent of employees vaccinated for the flu,3,100,77,62,50,37,94,,1,5,,Hoosick Falls,Rensselaer,CDRO,"(42.9095, -73.3475)"
2023,The Chateau at Brooklyn Rehabilitation and Nursing Center,The Chateau at Brooklyn Rehabilitation and Nursing Center,1383,7001807,335290,FACILITY QUINTILE RANK,Quintile ranking,20,92,60,53.3,46.7,37.8,5,,,,,Brooklyn,Kings,MARO,"(40.5996, -73.9417)"
2023,The Chateau at Brooklyn Rehabilitation and Nursing Center,The Chateau at Brooklyn Rehabilitation and Nursing Center,1383,7001807,335290,FACILITY CLOSURE,Facility closed during the measurement or reporting year,22,,,,,,,No,,,,Brooklyn,Kings,MARO,"(40.5996, -73.9417)"
2023,The Chateau at Brooklyn Rehabilitation and Nursing Center,The Chateau at Brooklyn Rehabilitation and Nursing Center,1383,7001807,335290,TOTAL NURSING STAFF TURNOVER,The percentage of nursing staff that left the nursing home over a twelve-month period,14.1,25.3,30.7,35.5,41.3,73.5,39.2,,4,1,,Brooklyn,Kings,MARO,"(40.5996, -73.9417)"
2023,The Chateau at Brooklyn Rehabilitation and Nursing Center,The Chateau at Brooklyn Rehabilitation and Nursing Center,1383,7001807,335290,RESIDENT INCONTINENCE,Percent of long stay low risk residents who lose control of their bowel or bladder,5,42,53,62,73,98,84,,5,0,,Brooklyn,Kings,MARO,"(40.5996, -73.9417)"
2023,The Chateau at Brooklyn Rehabilitation and Nursing Center,The Chateau at Brooklyn Rehabilitation and Nursing Center,1383,7001807,335290,RESIDENT UTI,Percent of long stay residents with a urinary tract infection,14,0.4,0.9,1.7,2.8,12.9,0.2,,NA,5,,Brooklyn,Kings,MARO,"(40.5996, -73.9417)"
2023,The Chateau at Brooklyn Rehabilitation and Nursing Center,The Chateau at Brooklyn Rehabilitation and Nursing Center,1383,7001807,335290,RESIDENT FALLS,Percent of long stay residents experiencing one or more falls with major injury,8,1.3,2.1,3.1,4.7,12.4,1.5,,NA,5,,Brooklyn,Kings,MARO,"(40.5996, -73.9417)"
2023,The Chateau at Brooklyn Rehabilitation and Nursing Center,The Chateau at Brooklyn Rehabilitation and Nursing Center,1383,7001807,335290,NYS REGIONAL FIVE-STAR HEALTH,NYS regionally adjusted five-star quality rating for health inspections,15,10,18,26.67,37.33,151,2,,NA,2,,Brooklyn,Kings,MARO,"(40.5996, -73.9417)"
2023,The Chateau at Brooklyn Rehabilitation and Nursing Center,The Chateau at Brooklyn Rehabilitation and Nursing Center,1383,7001807,335290,RESIDENT WEIGHT LOSS,Percent of long stay residents who lose too much weight,10,3.9,5.2,6.3,7.8,18.2,4.1,,2,4,,Brooklyn,Kings,MARO,"(40.5996, -73.9417)"
2023,The Chateau at Brooklyn Rehabilitation and Nursing Center,The Chateau at Brooklyn Rehabilitation and Nursing Center,1383,7001807,335290,FACILITY JKL,J/K/L deficiency,21,,,,,,,No,,,,Brooklyn,Kings,MARO,"(40.5996, -73.9417)"
2023,The Chateau at Brooklyn Rehabilitation and Nursing Center,The Chateau at Brooklyn Rehabilitation and Nursing Center,1383,7001807,335290,RATE OF STAFF HOURS PER DAY,Rate of staffing hours per resident per day,2.2,7.1,4,3.5,3.3,3,2.8,,5,0,,Brooklyn,Kings,MARO,"(40.5996, -73.9417)"
2023,The Chateau at Brooklyn Rehabilitation and Nursing Center,The Chateau at Brooklyn Rehabilitation and Nursing Center,1383,7001807,335290,FACILITY EMPLOYEE FLU TIMELY,Timely submission of employee influenza immunization data,16,,,,,,,No,NA,0,,Brooklyn,Kings,MARO,"(40.5996, -73.9417)"
2023,The Chateau at Brooklyn Rehabilitation and Nursing Center,The Chateau at Brooklyn Rehabilitation and Nursing Center,1383,7001807,335290,RESIDENT PNEUMOCOCCAL VACCINE,Percent of long stay residents who received the pneumococcal vaccine,6.2,99,84,76,66,54,23,,5,0,,Brooklyn,Kings,MARO,"(40.5996, -73.9417)"
2023,The Chateau at Brooklyn Rehabilitation and Nursing Center,The Chateau at Brooklyn Rehabilitation and Nursing Center,1383,7001807,335290,RESIDENT PAH ADJUSTED,"Number of potentially avoidable hospitalizations per 10,000 long stay days",18,3.3,4.6,5.7,7.5,17.6,7.2,,4,2,,Brooklyn,Kings,MARO,"(40.5996, -73.9417)"
2023,The Chateau at Brooklyn Rehabilitation and Nursing Center,The Chateau at Brooklyn Rehabilitation and Nursing Center,1383,7001807,335290,RESIDENT FLU VACCINE,Percent of long stay residents who received the seasonal influenza vaccine,7.2,99,89,84,78,71,68,,5,0,,Brooklyn,Kings,MARO,"(40.5996, -73.9417)"
2023,The Chateau at Brooklyn Rehabilitation and Nursing Center,The Chateau at Brooklyn Rehabilitation and Nursing Center,1383,7001807,335290,RESIDENT ADL INCREASE,Percent of long stay residents whose need for help with daily activities has increased,13,10,12,16,19,43,25,,5,0,,Brooklyn,Kings,MARO,"(40.5996, -73.9417)"
2023,The Chateau at Brooklyn Rehabilitation and Nursing Center,The Chateau at Brooklyn Rehabilitation and Nursing Center,1383,7001807,335290,RESIDENT PRESSURE ULCER,Percent of long stay high risk residents with pressure ulcers,4,5.7,7.6,9.6,12.2,27,13.8,,5,0,,Brooklyn,Kings,MARO,"(40.5996, -73.9417)"
2023,The Chateau at Brooklyn Rehabilitation and Nursing Center,The Chateau at Brooklyn Rehabilitation and Nursing Center,1383,7001807,335290,FACILITY SCORE,Overall Score Ratio per Base Points,19,92,60,53.3,46.7,37.8,,,5,24.4,,Brooklyn,Kings,MARO,"(40.5996, -73.9417)"
2023,The Chateau at Brooklyn Rehabilitation and Nursing Center,The Chateau at Brooklyn Rehabilitation and Nursing Center,1383,7001807,335290,FACILITY CONTRACT STAFF,Percent of contract/agency staff used,1,,,,,,26,,NA,0,,Brooklyn,Kings,MARO,"(40.5996, -73.9417)"
2023,The Chateau at Brooklyn Rehabilitation and Nursing Center,The Chateau at Brooklyn Rehabilitation and Nursing Center,1383,7001807,335290,RESIDENT DEPRESSION,Percent of long stay residents who have depressive symptoms,9,0.9,3.3,9.2,23.8,100,3.2,,2,3,,Brooklyn,Kings,MARO,"(40.5996, -73.9417)"
2023,The Chateau at Brooklyn Rehabilitation and Nursing Center,The Chateau at Brooklyn Rehabilitation and Nursing Center,1383,7001807,335290,FACILITY EMPLOYEE FLU VACCINE,Percent of employees vaccinated for the flu,3,100,77,62,50,37,,DNS,NA,0,Facility did not submit data or data not properly certified,Brooklyn,Kings,MARO,"(40.5996, -73.9417)"
2023,The Citadel Rehab and Nursing Center at Kingsbridge,The Citadel Rehab and Nursing Center at Kingsbridge,1234,7000393,335028,RATE OF STAFF HOURS PER DAY,Rate of staffing hours per resident per day,2.2,7.1,4,3.5,3.3,3,2.7,,5,0,,Bronx,Bronx,MARO,"(40.88, -73.8979)"
2023,The Citadel Rehab and Nursing Center at Kingsbridge,The Citadel Rehab and Nursing Center at Kingsbridge,1234,7000393,335028,RESIDENT FLU VACCINE,Percent of long stay residents who received the seasonal influenza vaccine,7.2,99,89,84,78,71,69,,5,0,,Bronx,Bronx,MARO,"(40.88, -73.8979)"
2023,The Citadel Rehab and Nursing Center at Kingsbridge,The Citadel Rehab and Nursing Center at Kingsbridge,1234,7000393,335028,FACILITY EMPLOYEE FLU TIMELY,Timely submission of employee influenza immunization data,16,,,,,,,Yes,NA,5,,Bronx,Bronx,MARO,"(40.88, -73.8979)"
2023,The Citadel Rehab and Nursing Center at Kingsbridge,The Citadel Rehab and Nursing Center at Kingsbridge,1234,7000393,335028,FACILITY JKL,J/K/L deficiency,21,,,,,,,No,,,,Bronx,Bronx,MARO,"(40.88, -73.8979)"
2023,The Citadel Rehab and Nursing Center at Kingsbridge,The Citadel Rehab and Nursing Center at Kingsbridge,1234,7000393,335028,FACILITY CLOSURE,Facility closed during the measurement or reporting year,22,,,,,,,No,,,,Bronx,Bronx,MARO,"(40.88, -73.8979)"
2023,The Citadel Rehab and Nursing Center at Kingsbridge,The Citadel Rehab and Nursing Center at Kingsbridge,1234,7000393,335028,FACILITY QUINTILE RANK,Quintile ranking,20,92,60,53.3,46.7,37.8,4,,,,,Bronx,Bronx,MARO,"(40.88, -73.8979)"
2023,The Citadel Rehab and Nursing Center at Kingsbridge,The Citadel Rehab and Nursing Center at Kingsbridge,1234,7000393,335028,FACILITY EMPLOYEE FLU VACCINE,Percent of employees vaccinated for the flu,3,100,77,62,50,37,81,,1,5,,Bronx,Bronx,MARO,"(40.88, -73.8979)"
2023,The Citadel Rehab and Nursing Center at Kingsbridge,The Citadel Rehab and Nursing Center at Kingsbridge,1234,7000393,335028,RESIDENT PAH ADJUSTED,"Number of potentially avoidable hospitalizations per 10,000 long stay days",18,3.3,4.6,5.7,7.5,17.6,6.6,,4,2,,Bronx,Bronx,MARO,"(40.88, -73.8979)"
2023,The Citadel Rehab and Nursing Center at Kingsbridge,The Citadel Rehab and Nursing Center at Kingsbridge,1234,7000393,335028,RESIDENT DEPRESSION,Percent of long stay residents who have depressive symptoms,9,0.9,3.3,9.2,23.8,100,19.3,,4,0,,Bronx,Bronx,MARO,"(40.88, -73.8979)"
2023,The Citadel Rehab and Nursing Center at Kingsbridge,The Citadel Rehab and Nursing Center at Kingsbridge,1234,7000393,335028,TOTAL NURSING STAFF TURNOVER,The percentage of nursing staff that left the nursing home over a twelve-month period,14.1,25.3,30.7,35.5,41.3,73.5,60,,5,0,,Bronx,Bronx,MARO,"(40.88, -73.8979)"
2023,The Citadel Rehab and Nursing Center at Kingsbridge,The Citadel Rehab and Nursing Center at Kingsbridge,1234,7000393,335028,RESIDENT ADL INCREASE,Percent of long stay residents whose need for help with daily activities has increased,13,10,12,16,19,43,18,,4,0,,Bronx,Bronx,MARO,"(40.88, -73.8979)"
2023,The Citadel Rehab and Nursing Center at Kingsbridge,The Citadel Rehab and Nursing Center at Kingsbridge,1234,7000393,335028,RESIDENT INCONTINENCE,Percent of long stay low risk residents who lose control of their bowel or bladder,5,42,53,62,73,98,47,,2,3,,Bronx,Bronx,MARO,"(40.88, -73.8979)"
2023,The Citadel Rehab and Nursing Center at Kingsbridge,The Citadel Rehab and Nursing Center at Kingsbridge,1234,7000393,335028,FACILITY CONTRACT STAFF,Percent of contract/agency staff used,1,,,,,,17,,NA,0,,Bronx,Bronx,MARO,"(40.88, -73.8979)"
2023,The Citadel Rehab and Nursing Center at Kingsbridge,The Citadel Rehab and Nursing Center at Kingsbridge,1234,7000393,335028,NYS REGIONAL FIVE-STAR HEALTH,NYS regionally adjusted five-star quality rating for health inspections,15,10,18,26.67,37.33,151,4,,NA,7,,Bronx,Bronx,MARO,"(40.88, -73.8979)"
2023,The Citadel Rehab and Nursing Center at Kingsbridge,The Citadel Rehab and Nursing Center at Kingsbridge,1234,7000393,335028,RESIDENT UTI,Percent of long stay residents with a urinary tract infection,14,0.4,0.9,1.7,2.8,12.9,0.9,,NA,5,,Bronx,Bronx,MARO,"(40.88, -73.8979)"
2023,The Citadel Rehab and Nursing Center at Kingsbridge,The Citadel Rehab and Nursing Center at Kingsbridge,1234,7000393,335028,RESIDENT PRESSURE ULCER,Percent of long stay high risk residents with pressure ulcers,4,5.7,7.6,9.6,12.2,27,6.9,,2,3,,Bronx,Bronx,MARO,"(40.88, -73.8979)"
2023,The Citadel Rehab and Nursing Center at Kingsbridge,The Citadel Rehab and Nursing Center at Kingsbridge,1234,7000393,335028,FACILITY SCORE,Overall Score Ratio per Base Points,19,92,60,53.3,46.7,37.8,,,4,42.2,,Bronx,Bronx,MARO,"(40.88, -73.8979)"
2023,The Citadel Rehab and Nursing Center at Kingsbridge,The Citadel Rehab and Nursing Center at Kingsbridge,1234,7000393,335028,RESIDENT FALLS,Percent of long stay residents experiencing one or more falls with major injury,8,1.3,2.1,3.1,4.7,12.4,1.3,,NA,5,,Bronx,Bronx,MARO,"(40.88, -73.8979)"
2023,The Citadel Rehab and Nursing Center at Kingsbridge,The Citadel Rehab and Nursing Center at Kingsbridge,1234,7000393,335028,RESIDENT PNEUMOCOCCAL VACCINE,Percent of long stay residents who received the pneumococcal vaccine,6.2,99,84,76,66,54,61,,4,0,,Bronx,Bronx,MARO,"(40.88, -73.8979)"
2023,The Citadel Rehab and Nursing Center at Kingsbridge,The Citadel Rehab and Nursing Center at Kingsbridge,1234,7000393,335028,RESIDENT WEIGHT LOSS,Percent of long stay residents who lose too much weight,10,3.9,5.2,6.3,7.8,18.2,5,,2,3,,Bronx,Bronx,MARO,"(40.88, -73.8979)"
2023,"The Commons on St. Anthony, a Skilled Nursing & Short Term Rehabil","The Commons on St. Anthony, a Skilled Nursing & Short Term Rehabilitation Community",92,566302,335382,FACILITY CONTRACT STAFF,Percent of contract/agency staff used,1,,,,,,27,,NA,0,,Auburn,Cayuga,CNYRO,"(42.918, -76.5815)"
2023,"The Commons on St. Anthony, a Skilled Nursing & Short Term Rehabil","The Commons on St. Anthony, a Skilled Nursing & Short Term Rehabilitation Community",92,566302,335382,RESIDENT PRESSURE ULCER,Percent of long stay high risk residents with pressure ulcers,4,5.7,7.6,9.6,12.2,27,12.4,,5,0,,Auburn,Cayuga,CNYRO,"(42.918, -76.5815)"
2023,"The Commons on St. Anthony, a Skilled Nursing & Short Term Rehabil","The Commons on St. Anthony, a Skilled Nursing & Short Term Rehabilitation Community",92,566302,335382,RESIDENT DEPRESSION,Percent of long stay residents who have depressive symptoms,9,0.9,3.3,9.2,23.8,100,1.6,,2,4,,Auburn,Cayuga,CNYRO,"(42.918, -76.5815)"
2023,"The Commons on St. Anthony, a Skilled Nursing & Short Term Rehabil","The Commons on St. Anthony, a Skilled Nursing & Short Term Rehabilitation Community",92,566302,335382,FACILITY EMPLOYEE FLU TIMELY,Timely submission of employee influenza immunization data,16,,,,,,,Yes,NA,5,,Auburn,Cayuga,CNYRO,"(42.918, -76.5815)"
2023,"The Commons on St. Anthony, a Skilled Nursing & Short Term Rehabil","The Commons on St. Anthony, a Skilled Nursing & Short Term Rehabilitation Community",92,566302,335382,RESIDENT PAH ADJUSTED,"Number of potentially avoidable hospitalizations per 10,000 long stay days",18,3.3,4.6,5.7,7.5,17.6,2.8,,1,10,,Auburn,Cayuga,CNYRO,"(42.918, -76.5815)"
2023,"The Commons on St. Anthony, a Skilled Nursing & Short Term Rehabil","The Commons on St. Anthony, a Skilled Nursing & Short Term Rehabilitation Community",92,566302,335382,RESIDENT WEIGHT LOSS,Percent of long stay residents who lose too much weight,10,3.9,5.2,6.3,7.8,18.2,5.3,,3,2,,Auburn,Cayuga,CNYRO,"(42.918, -76.5815)"
2023,"The Commons on St. Anthony, a Skilled Nursing & Short Term Rehabil","The Commons on St. Anthony, a Skilled Nursing & Short Term Rehabilitation Community",92,566302,335382,RESIDENT INCONTINENCE,Percent of long stay low risk residents who lose control of their bowel or bladder,5,42,53,62,73,98,67,,4,0,,Auburn,Cayuga,CNYRO,"(42.918, -76.5815)"
2023,"The Commons on St. Anthony, a Skilled Nursing & Short Term Rehabil","The Commons on St. Anthony, a Skilled Nursing & Short Term Rehabilitation Community",92,566302,335382,FACILITY SCORE,Overall Score Ratio per Base Points,19,92,60,53.3,46.7,37.8,,,2,54.4,,Auburn,Cayuga,CNYRO,"(42.918, -76.5815)"
2023,"The Commons on St. Anthony, a Skilled Nursing & Short Term Rehabil","The Commons on St. Anthony, a Skilled Nursing & Short Term Rehabilitation Community",92,566302,335382,FACILITY EMPLOYEE FLU VACCINE,Percent of employees vaccinated for the flu,3,100,77,62,50,37,76,,2,4,,Auburn,Cayuga,CNYRO,"(42.918, -76.5815)"
2023,"The Commons on St. Anthony, a Skilled Nursing & Short Term Rehabil","The Commons on St. Anthony, a Skilled Nursing & Short Term Rehabilitation Community",92,566302,335382,RESIDENT FLU VACCINE,Percent of long stay residents who received the seasonal influenza vaccine,7.2,99,89,84,78,71,91,,1,5,,Auburn,Cayuga,CNYRO,"(42.918, -76.5815)"
2023,"The Commons on St. Anthony, a Skilled Nursing & Short Term Rehabil","The Commons on St. Anthony, a Skilled Nursing & Short Term Rehabilitation Community",92,566302,335382,RATE OF STAFF HOURS PER DAY,Rate of staffing hours per resident per day,2.2,7.1,4,3.5,3.3,3,3.4,,3,1,,Auburn,Cayuga,CNYRO,"(42.918, -76.5815)"
2023,"The Commons on St. Anthony, a Skilled Nursing & Short Term Rehabil","The Commons on St. Anthony, a Skilled Nursing & Short Term Rehabilitation Community",92,566302,335382,NYS REGIONAL FIVE-STAR HEALTH,NYS regionally adjusted five-star quality rating for health inspections,15,11.33,24,36.67,58,190.83,4,,NA,7,,Auburn,Cayuga,CNYRO,"(42.918, -76.5815)"
2023,"The Commons on St. Anthony, a Skilled Nursing & Short Term Rehabil","The Commons on St. Anthony, a Skilled Nursing & Short Term Rehabilitation Community",92,566302,335382,RESIDENT ADL INCREASE,Percent of long stay residents whose need for help with daily activities has increased,13,10,12,16,19,43,18,,4,0,,Auburn,Cayuga,CNYRO,"(42.918, -76.5815)"
2023,"The Commons on St. Anthony, a Skilled Nursing & Short Term Rehabil","The Commons on St. Anthony, a Skilled Nursing & Short Term Rehabilitation Community",92,566302,335382,RESIDENT FALLS,Percent of long stay residents experiencing one or more falls with major injury,8,1.3,2.1,3.1,4.7,12.4,5.3,,NA,0,,Auburn,Cayuga,CNYRO,"(42.918, -76.5815)"
2023,"The Commons on St. Anthony, a Skilled Nursing & Short Term Rehabil","The Commons on St. Anthony, a Skilled Nursing & Short Term Rehabilitation Community",92,566302,335382,FACILITY JKL,J/K/L deficiency,21,,,,,,,No,,,,Auburn,Cayuga,CNYRO,"(42.918, -76.5815)"
2023,"The Commons on St. Anthony, a Skilled Nursing & Short Term Rehabil","The Commons on St. Anthony, a Skilled Nursing & Short Term Rehabilitation Community",92,566302,335382,RESIDENT UTI,Percent of long stay residents with a urinary tract infection,14,0.4,0.9,1.7,2.8,12.9,3.6,,NA,5,,Auburn,Cayuga,CNYRO,"(42.918, -76.5815)"
2023,"The Commons on St. Anthony, a Skilled Nursing & Short Term Rehabil","The Commons on St. Anthony, a Skilled Nursing & Short Term Rehabilitation Community",92,566302,335382,FACILITY CLOSURE,Facility closed during the measurement or reporting year,22,,,,,,,No,,,,Auburn,Cayuga,CNYRO,"(42.918, -76.5815)"
2023,"The Commons on St. Anthony, a Skilled Nursing & Short Term Rehabil","The Commons on St. Anthony, a Skilled Nursing & Short Term Rehabilitation Community",92,566302,335382,TOTAL NURSING STAFF TURNOVER,The percentage of nursing staff that left the nursing home over a twelve-month period,14.1,41.8,49.3,55.5,62.3,100,55,,3,1,,Auburn,Cayuga,CNYRO,"(42.918, -76.5815)"
2023,"The Commons on St. Anthony, a Skilled Nursing & Short Term Rehabil","The Commons on St. Anthony, a Skilled Nursing & Short Term Rehabilitation Community",92,566302,335382,RESIDENT PNEUMOCOCCAL VACCINE,Percent of long stay residents who received the pneumococcal vaccine,6.2,99,84,76,66,54,87,,1,5,,Auburn,Cayuga,CNYRO,"(42.918, -76.5815)"
2023,"The Commons on St. Anthony, a Skilled Nursing & Short Term Rehabil","The Commons on St. Anthony, a Skilled Nursing & Short Term Rehabilitation Community",92,566302,335382,FACILITY QUINTILE RANK,Quintile ranking,20,92,60,53.3,46.7,37.8,2,,,,,Auburn,Cayuga,CNYRO,"(42.918, -76.5815)"
2023,"The Cottages at Garden Grove, a Skilled Nursing Community","The Cottages at Garden Grove, a Skilled Nursing Community",657,3301323,335340,RESIDENT PRESSURE ULCER,Percent of long stay high risk residents with pressure ulcers,4,5.7,7.6,9.6,12.2,27,10.7,,4,0,,Cicero,Onondaga,CNYRO,"(43.0437, -76.1367)"
2023,"The Cottages at Garden Grove, a Skilled Nursing Community","The Cottages at Garden Grove, a Skilled Nursing Community",657,3301323,335340,RESIDENT WEIGHT LOSS,Percent of long stay residents who lose too much weight,10,3.9,5.2,6.3,7.8,18.2,7.1,,4,0,,Cicero,Onondaga,CNYRO,"(43.0437, -76.1367)"
2023,"The Cottages at Garden Grove, a Skilled Nursing Community","The Cottages at Garden Grove, a Skilled Nursing Community",657,3301323,335340,FACILITY CLOSURE,Facility closed during the measurement or reporting year,22,,,,,,,No,,,,Cicero,Onondaga,CNYRO,"(43.0437, -76.1367)"
2023,"The Cottages at Garden Grove, a Skilled Nursing Community","The Cottages at Garden Grove, a Skilled Nursing Community",657,3301323,335340,RESIDENT DEPRESSION,Percent of long stay residents who have depressive symptoms,9,0.9,3.3,9.2,23.8,100,1.9,,2,3,,Cicero,Onondaga,CNYRO,"(43.0437, -76.1367)"
2023,"The Cottages at Garden Grove, a Skilled Nursing Community","The Cottages at Garden Grove, a Skilled Nursing Community",657,3301323,335340,RESIDENT FLU VACCINE,Percent of long stay residents who received the seasonal influenza vaccine,7.2,99,89,84,78,71,91,,1,5,,Cicero,Onondaga,CNYRO,"(43.0437, -76.1367)"
2023,"The Cottages at Garden Grove, a Skilled Nursing Community","The Cottages at Garden Grove, a Skilled Nursing Community",657,3301323,335340,RATE OF STAFF HOURS PER DAY,Rate of staffing hours per resident per day,2.2,7.1,4,3.5,3.3,3,4.8,,1,5,,Cicero,Onondaga,CNYRO,"(43.0437, -76.1367)"
2023,"The Cottages at Garden Grove, a Skilled Nursing Community","The Cottages at Garden Grove, a Skilled Nursing Community",657,3301323,335340,RESIDENT UTI,Percent of long stay residents with a urinary tract infection,14,0.4,0.9,1.7,2.8,12.9,8.1,,NA,0,,Cicero,Onondaga,CNYRO,"(43.0437, -76.1367)"
2023,"The Cottages at Garden Grove, a Skilled Nursing Community","The Cottages at Garden Grove, a Skilled Nursing Community",657,3301323,335340,NYS REGIONAL FIVE-STAR HEALTH,NYS regionally adjusted five-star quality rating for health inspections,15,11.33,24,36.67,58,190.83,3,,NA,4,,Cicero,Onondaga,CNYRO,"(43.0437, -76.1367)"
2023,"The Cottages at Garden Grove, a Skilled Nursing Community","The Cottages at Garden Grove, a Skilled Nursing Community",657,3301323,335340,RESIDENT PNEUMOCOCCAL VACCINE,Percent of long stay residents who received the pneumococcal vaccine,6.2,99,84,76,66,54,67,,3,1,,Cicero,Onondaga,CNYRO,"(43.0437, -76.1367)"
2023,"The Cottages at Garden Grove, a Skilled Nursing Community","The Cottages at Garden Grove, a Skilled Nursing Community",657,3301323,335340,FACILITY EMPLOYEE FLU VACCINE,Percent of employees vaccinated for the flu,3,100,77,62,50,37,56,,3,2,,Cicero,Onondaga,CNYRO,"(43.0437, -76.1367)"
2023,"The Cottages at Garden Grove, a Skilled Nursing Community","The Cottages at Garden Grove, a Skilled Nursing Community",657,3301323,335340,RESIDENT INCONTINENCE,Percent of long stay low risk residents who lose control of their bowel or bladder,5,42,53,62,73,98,54,,3,1,,Cicero,Onondaga,CNYRO,"(43.0437, -76.1367)"
2023,"The Cottages at Garden Grove, a Skilled Nursing Community","The Cottages at Garden Grove, a Skilled Nursing Community",657,3301323,335340,FACILITY QUINTILE RANK,Quintile ranking,20,92,60,53.3,46.7,37.8,5,,,,,Cicero,Onondaga,CNYRO,"(43.0437, -76.1367)"
2023,"The Cottages at Garden Grove, a Skilled Nursing Community","The Cottages at Garden Grove, a Skilled Nursing Community",657,3301323,335340,RESIDENT FALLS,Percent of long stay residents experiencing one or more falls with major injury,8,1.3,2.1,3.1,4.7,12.4,7.5,,NA,0,,Cicero,Onondaga,CNYRO,"(43.0437, -76.1367)"
2023,"The Cottages at Garden Grove, a Skilled Nursing Community","The Cottages at Garden Grove, a Skilled Nursing Community",657,3301323,335340,FACILITY EMPLOYEE FLU TIMELY,Timely submission of employee influenza immunization data,16,,,,,,,Yes,NA,5,,Cicero,Onondaga,CNYRO,"(43.0437, -76.1367)"
2023,"The Cottages at Garden Grove, a Skilled Nursing Community","The Cottages at Garden Grove, a Skilled Nursing Community",657,3301323,335340,FACILITY JKL,J/K/L deficiency,21,,,,,,,No,,,,Cicero,Onondaga,CNYRO,"(43.0437, -76.1367)"
2023,"The Cottages at Garden Grove, a Skilled Nursing Community","The Cottages at Garden Grove, a Skilled Nursing Community",657,3301323,335340,FACILITY CONTRACT STAFF,Percent of contract/agency staff used,1,,,,,,11,,NA,0,,Cicero,Onondaga,CNYRO,"(43.0437, -76.1367)"
2023,"The Cottages at Garden Grove, a Skilled Nursing Community","The Cottages at Garden Grove, a Skilled Nursing Community",657,3301323,335340,RESIDENT PAH ADJUSTED,"Number of potentially avoidable hospitalizations per 10,000 long stay days",18,3.3,4.6,5.7,7.5,17.6,7.5,,4,2,,Cicero,Onondaga,CNYRO,"(43.0437, -76.1367)"
2023,"The Cottages at Garden Grove, a Skilled Nursing Community","The Cottages at Garden Grove, a Skilled Nursing Community",657,3301323,335340,TOTAL NURSING STAFF TURNOVER,The percentage of nursing staff that left the nursing home over a twelve-month period,14.1,41.8,49.3,55.5,62.3,100,50.3,,3,1,,Cicero,Onondaga,CNYRO,"(43.0437, -76.1367)"
2023,"The Cottages at Garden Grove, a Skilled Nursing Community","The Cottages at Garden Grove, a Skilled Nursing Community",657,3301323,335340,RESIDENT ADL INCREASE,Percent of long stay residents whose need for help with daily activities has increased,13,10,12,16,19,43,16,,3,1,,Cicero,Onondaga,CNYRO,"(43.0437, -76.1367)"
2023,"The Cottages at Garden Grove, a Skilled Nursing Community","The Cottages at Garden Grove, a Skilled Nursing Community",657,3301323,335340,FACILITY SCORE,Overall Score Ratio per Base Points,19,92,60,53.3,46.7,37.8,,,5,33.3,,Cicero,Onondaga,CNYRO,"(43.0437, -76.1367)"
2023,The Eleanor Nursing Care Center,The Eleanor Nursing Care Center,202,1356303,335323,FACILITY JKL,J/K/L deficiency,21,,,,,,,No,,,,Hyde Park,Dutchess,MARO,"(41.7954, -73.8653)"
2023,The Eleanor Nursing Care Center,The Eleanor Nursing Care Center,202,1356303,335323,FACILITY CONTRACT STAFF,Percent of contract/agency staff used,1,,,,,,0,,NA,5,,Hyde Park,Dutchess,MARO,"(41.7954, -73.8653)"
2023,The Eleanor Nursing Care Center,The Eleanor Nursing Care Center,202,1356303,335323,RESIDENT FLU VACCINE,Percent of long stay residents who received the seasonal influenza vaccine,7.2,99,89,84,78,71,78,,4,0,,Hyde Park,Dutchess,MARO,"(41.7954, -73.8653)"
2023,The Eleanor Nursing Care Center,The Eleanor Nursing Care Center,202,1356303,335323,FACILITY CLOSURE,Facility closed during the measurement or reporting year,22,,,,,,,No,,,,Hyde Park,Dutchess,MARO,"(41.7954, -73.8653)"
